Row ID,Order ID,Order Date,Ship Date,New Ship Date,Ship Mode,Customer ID,Last Order Date,Recency (In Days),Recency Score,Frequency,Frequency Score,Monetary,Monetary Score,Customer Score,Customer Tier,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Sales,Units,Gross Profit,Cost,Customer Retention,,,Recency Date
1951,US-2021-154158-CHO-NUT-13000,2021-12-23,2027-06-19,2021-12-25,Second Class,154158,2021-12-23,1104,0.187874031,5,0.197390366,29.34,0.629353478,1.014617875,Fourth Tier,United States,Tampa,Florida,33614,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2,1,,,
1952,US-2021-154158-CHO-NUT-13000,2021-12-23,2027-06-19,2021-12-25,Second Class,154158,2021-12-23,1104,0.187874031,5,0.197390366,29.34,0.629353478,1.014617875,Fourth Tier,United States,Tampa,Florida,33614,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5,1,,,
3165,US-2022-128993-CHO-MIL-31000,2022-09-12,2028-03-09,2022-09-16,Second Class,128993,2022-09-12,841,0.304620818,1,0.995192779,4.22,0.042087707,1.341901305,Third Tier,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,0,,,
4379,US-2023-167759-CHO-NUT-13000,2023-03-03,2028-08-28,2023-03-14,Second Class,167759,2023-03-03,669,0.421760031,1,0.995192779,7.47,0.142745021,1.559697832,Third Tier,United States,Bloomington,Indiana,47401,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3,0,,,
6431,US-2023-152121-CHO-MIL-31000,2023-11-27,2029-05-21,2023-12-06,Second Class,152121,2023-11-27,400,0.620621995,1,0.995192779,2.11,0.009123909,1.624938683,Second Tier,United States,Scottsdale,Arizona,85254,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,0,,,
6671,US-2023-100419-CHO-MIL-31000,2023-12-16,2029-06-11,2023-12-19,Second Class,100419,2023-12-16,381,0.644069459,1,0.995192779,6.33,0.102815658,1.742077897,Second Tier,United States,Chicago,Illinois,60610,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,0,,,
7923,US-2024-112753-CHO-SCR-58000,2024-06-18,2029-12-14,2024-06-21,Standard Class,112753,2024-06-18,196,0.770626901,2,0.746002158,37.2,0.750122633,2.266751692,First Tier,United States,Los Angeles,California,90032,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,32.4,9,22.5,9.9,1,,,
7925,US-2024-112753-CHO-TRI-54000,2024-06-18,2029-12-14,2024-06-23,Standard Class,112753,2024-06-18,196,0.770626901,2,0.746002158,37.2,0.750122633,2.266751692,First Tier,United States,Los Angeles,California,90032,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8,1,,,
9727,US-2024-163139-CHO-MIL-31000,2024-12-01,2030-05-26,2024-12-04,Second Class,163139,2024-12-01,30,0.953497498,3,0.507603257,24.23,0.537133327,1.998234082,First Tier,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,1,,,
9739,US-2024-163139-CHO-MIL-31000,2024-12-01,2030-05-26,2024-12-03,Second Class,163139,2024-12-01,30,0.953497498,3,0.507603257,24.23,0.537133327,1.998234082,First Tier,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,1,,,
9740,US-2024-163139-CHO-TRI-54000,2024-12-01,2030-05-26,2024-12-05,Second Class,163139,2024-12-01,30,0.953497498,3,0.507603257,24.23,0.537133327,1.998234082,First Tier,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,1,,,
249,US-2021-158057-CHO-SCR-58000,2021-03-22,2026-09-16,2021-03-24,Standard Class,158057,2021-03-22,1380,0.02383989,2,0.746002158,22.1,0.492396743,1.262238791,Fourth Tier,United States,Greensboro,North Carolina,27405,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18,5,12.5,5.5,1,,,
250,US-2021-158057-CHO-FUD-51000,2021-03-22,2026-09-16,2021-03-25,Standard Class,158057,2021-03-22,1380,0.02383989,2,0.746002158,22.1,0.492396743,1.262238791,Fourth Tier,United States,Greensboro,North Carolina,27405,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,1,,,
2075,US-2022-119480-CHO-TRI-54000,2022-01-09,2027-07-06,2022-01-23,Standard Class,119480,2022-01-09,1087,0.19984303,4,0.330422839,31.9,0.670362013,1.200627882,Fourth Tier,United States,Henderson,Kentucky,42420,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,1,,,
2076,US-2022-119480-CHO-TRI-54000,2022-01-09,2027-07-06,2022-01-16,Standard Class,119480,2022-01-09,1087,0.19984303,4,0.330422839,31.9,0.670362013,1.200627882,Fourth Tier,United States,Henderson,Kentucky,42420,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,1,,,
2077,US-2022-119480-CHO-FUD-51000,2022-01-09,2027-07-06,2022-01-22,Standard Class,119480,2022-01-09,1087,0.19984303,4,0.330422839,31.9,0.670362013,1.200627882,Fourth Tier,United States,Henderson,Kentucky,42420,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,1,,,
2078,US-2022-119480-CHO-NUT-13000,2022-01-09,2027-07-06,2022-01-13,Standard Class,119480,2022-01-09,1087,0.19984303,4,0.330422839,31.9,0.670362013,1.200627882,Fourth Tier,United States,Henderson,Kentucky,42420,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5,1,,,
3183,US-2022-140984-CHO-TRI-54000,2022-09-14,2028-03-10,2022-09-17,Standard Class,140984,2022-09-14,839,0.306681056,3,0.507603257,41.75,0.794270578,1.608554891,Second Tier,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,33.75,9,22.05,11.7,1,,,
3185,US-2022-140984-CHO-TRI-54000,2022-09-14,2028-03-10,2022-09-24,Standard Class,140984,2022-09-14,839,0.306681056,3,0.507603257,41.75,0.794270578,1.608554891,Second Tier,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8,1,,,
3187,US-2022-140984-CHO-SCR-58000,2022-09-14,2028-03-10,2022-09-18,Standard Class,140984,2022-09-14,839,0.306681056,3,0.507603257,41.75,0.794270578,1.608554891,Second Tier,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2,1,,,
3473,US-2022-109190-CHO-SCR-58000,2022-10-23,2028-04-19,2022-10-28,Standard Class,109190,2022-10-23,800,0.335524379,3,0.507603257,28.9,0.624153831,1.467281468,Third Tier,United States,Lubbock,Texas,79424,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,1,,,
3476,US-2022-109190-CHO-FUD-51000,2022-10-23,2028-04-19,2022-10-25,Standard Class,109190,2022-10-23,800,0.335524379,3,0.507603257,28.9,0.624153831,1.467281468,Third Tier,United States,Lubbock,Texas,79424,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,28.8,8,19.2,9.6,1,,,
3480,US-2022-109190-CHO-FUD-51000,2022-10-23,2028-04-19,2022-10-31,Standard Class,109190,2022-10-23,800,0.335524379,3,0.507603257,28.9,0.624153831,1.467281468,Third Tier,United States,Lubbock,Texas,79424,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,1,,,
256,US-2021-147235-CHO-SCR-58000,2021-03-24,2026-09-18,2021-03-29,Standard Class,147235,2021-03-24,1378,0.024330423,1,0.995192779,12.5,0.281173354,1.300696556,Fourth Tier,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18,5,12.5,5.5,0,,,
3803,US-2022-101910-CHO-SCR-58000,2022-11-27,2028-05-25,2022-12-02,Standard Class,101910,2022-11-27,765,0.368390072,1,0.995192779,12.5,0.281173354,1.644756205,Second Tier,United States,Lake Elsinore,California,92530,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18,5,12.5,5.5,0,,,
6790,US-2023-122017-CHO-NUT-13000,2023-12-29,2029-06-24,2024-01-03,Standard Class,122017,2023-12-29,368,0.656725204,2,0.746002158,19.74,0.446384774,1.849112136,First Tier,United States,Wichita,Kansas,67212,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,20.94,6,14.94,6,1,,,
6791,US-2023-122017-CHO-FUD-51000,2023-12-29,2029-06-24,2024-01-10,Standard Class,122017,2023-12-29,368,0.656725204,2,0.746002158,19.74,0.446384774,1.849112136,First Tier,United States,Wichita,Kansas,67212,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,1,,,
7737,US-2024-107853-CHO-SCR-58000,2024-05-26,2029-11-21,2024-06-07,Standard Class,107853,2024-05-26,219,0.752182871,1,0.995192779,5,0.089178848,1.836554498,Second Tier,United States,Oceanside,California,92054,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2,0,,,
9567,US-2024-111556-CHO-SCR-58000,2024-11-20,2030-05-15,2024-11-22,First Class,111556,2024-11-20,41,0.937506132,4,0.330422839,36.33,0.733542627,2.001471598,First Tier,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2,1,,,
9577,US-2024-111556-CHO-SCR-58000,2024-11-20,2030-05-15,2024-11-22,First Class,111556,2024-11-20,41,0.937506132,4,0.330422839,36.33,0.733542627,2.001471598,First Tier,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,1,,,
9580,US-2024-111556-CHO-SCR-58000,2024-11-20,2030-05-15,2024-12-01,First Class,111556,2024-11-20,41,0.937506132,4,0.330422839,36.33,0.733542627,2.001471598,First Tier,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,25.2,7,17.5,7.7,1,,,
9583,US-2024-111556-CHO-MIL-31000,2024-11-20,2030-05-15,2024-11-25,First Class,111556,2024-11-20,41,0.937506132,4,0.330422839,36.33,0.733542627,2.001471598,First Tier,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,1,,,
6376,US-2023-100083-CHO-FUD-51000,2023-11-24,2029-05-21,2023-11-29,Standard Class,100083,2023-11-24,403,0.616501521,1,0.995192779,2.4,0.013146277,1.624840577,Second Tier,United States,Medford,Oregon,97504,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2,0,,,
7209,US-2024-119438-CHO-FUD-51000,2024-03-18,2029-09-13,2024-03-20,Standard Class,119438,2024-03-18,288,0.700480722,4,0.330422839,29.52,0.636417149,1.66732071,Second Tier,United States,Tyler,Texas,75701,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,1,,,
7211,US-2024-119438-CHO-SCR-58000,2024-03-18,2029-09-13,2024-03-21,Standard Class,119438,2024-03-18,288,0.700480722,4,0.330422839,29.52,0.636417149,1.66732071,Second Tier,United States,Tyler,Texas,75701,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,1,,,
7215,US-2024-119438-CHO-NUT-13000,2024-03-18,2029-09-13,2024-03-22,Standard Class,119438,2024-03-18,288,0.700480722,4,0.330422839,29.52,0.636417149,1.66732071,Second Tier,United States,Tyler,Texas,75701,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3,1,,,
7217,US-2024-119438-CHO-TRI-54000,2024-03-18,2029-09-13,2024-03-22,Standard Class,119438,2024-03-18,288,0.700480722,4,0.330422839,29.52,0.636417149,1.66732071,Second Tier,United States,Tyler,Texas,75701,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,1,,,
9360,US-2024-144596-CHO-SCR-58000,2024-11-06,2030-05-03,2024-11-21,Standard Class,144596,2024-11-06,55,0.916217012,1,0.995192779,22.5,0.511821839,2.42323163,First Tier,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,32.4,9,22.5,9.9,0,,,
9322,US-2024-102925-CHO-NUT-13000,2024-11-05,2030-05-03,2024-11-10,Second Class,102925,2024-11-05,56,0.913568135,8,0.041793388,54.02,0.873050132,1.828411655,Second Tier,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2,1,,,
9323,US-2024-102925-CHO-TRI-54000,2024-11-05,2030-05-03,2024-11-09,Second Class,102925,2024-11-05,56,0.913568135,8,0.041793388,54.02,0.873050132,1.828411655,Second Tier,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,1,,,
9324,US-2024-102925-CHO-NUT-13000,2024-11-05,2030-05-03,2024-11-10,Second Class,102925,2024-11-05,56,0.913568135,8,0.041793388,54.02,0.873050132,1.828411655,Second Tier,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2,1,,,
9326,US-2024-102925-CHO-MIL-31000,2024-11-05,2030-05-03,2024-11-10,Second Class,102925,2024-11-05,56,0.913568135,8,0.041793388,54.02,0.873050132,1.828411655,Second Tier,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,1,,,
9327,US-2024-102925-CHO-SCR-58000,2024-11-05,2030-05-03,2024-11-10,Second Class,102925,2024-11-05,56,0.913568135,8,0.041793388,54.02,0.873050132,1.828411655,Second Tier,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,21.6,6,15,6.6,1,,,
9330,US-2024-102925-CHO-SCR-58000,2024-11-05,2030-05-03,2024-11-09,Second Class,102925,2024-11-05,56,0.913568135,8,0.041793388,54.02,0.873050132,1.828411655,Second Tier,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2,1,,,
9334,US-2024-102925-CHO-TRI-54000,2024-11-05,2030-05-03,2024-11-08,Second Class,102925,2024-11-05,56,0.913568135,8,0.041793388,54.02,0.873050132,1.828411655,Second Tier,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,1,,,
9338,US-2024-102925-CHO-FUD-51000,2024-11-05,2030-05-03,2024-11-10,Second Class,102925,2024-11-05,56,0.913568135,8,0.041793388,54.02,0.873050132,1.828411655,Second Tier,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,1,,,
9525,US-2024-132444-CHO-MIL-31000,2024-11-18,2030-05-14,2024-11-20,First Class,132444,2024-11-18,43,0.93328755,5,0.197390366,37.9,0.757284411,1.887962327,First Tier,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,1,,,
9528,US-2024-132444-CHO-MIL-31000,2024-11-18,2030-05-14,2024-11-23,First Class,132444,2024-11-18,43,0.93328755,5,0.197390366,37.9,0.757284411,1.887962327,First Tier,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,1,,,
9533,US-2024-132444-CHO-FUD-51000,2024-11-18,2030-05-14,2024-11-21,First Class,132444,2024-11-18,43,0.93328755,5,0.197390366,37.9,0.757284411,1.887962327,First Tier,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,1,,,
9537,US-2024-132444-CHO-MIL-31000,2024-11-18,2030-05-14,2024-11-23,First Class,132444,2024-11-18,43,0.93328755,5,0.197390366,37.9,0.757284411,1.887962327,First Tier,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84,1,,,
9539,US-2024-132444-CHO-FUD-51000,2024-11-18,2030-05-14,2024-11-23,First Class,132444,2024-11-18,43,0.93328755,5,0.197390366,37.9,0.757284411,1.887962327,First Tier,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,1,,,
87,US-2021-139857-CHO-FUD-51000,2021-02-02,2026-07-30,2021-02-06,Standard Class,139857,2021-02-02,1428,0.008044737,1,0.995192779,12,0.242813696,1.246051212,Fourth Tier,United States,San Diego,California,92037,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18,5,12,6,0,,,
1983,US-2021-166961-OTH-KAZ-38000,2021-12-27,2027-06-23,2021-12-31,Standard Class,166961,2021-12-27,1100,0.191994506,4,0.330422839,22.57,0.512410478,1.034827823,Fourth Tier,United States,Moreno Valley,California,92553,Other,Pacific,OTH-KAZ-38000,Kazookles,3.25,1,0.25,3,1,,,
1985,US-2021-166961-CHO-NUT-13000,2021-12-27,2027-06-23,2021-12-30,Standard Class,166961,2021-12-27,1100,0.191994506,4,0.330422839,22.57,0.512410478,1.034827823,Fourth Tier,United States,Moreno Valley,California,92553,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3,1,,,
1987,US-2021-166961-CHO-TRI-54000,2021-12-27,2027-06-23,2021-12-30,Standard Class,166961,2021-12-27,1100,0.191994506,4,0.330422839,22.57,0.512410478,1.034827823,Fourth Tier,United States,Moreno Valley,California,92553,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,1,,,
1993,US-2021-166961-CHO-SCR-58000,2021-12-27,2027-06-23,2022-01-07,Standard Class,166961,2021-12-27,1100,0.191994506,4,0.330422839,22.57,0.512410478,1.034827823,Fourth Tier,United States,Moreno Valley,California,92553,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,1,,,
3257,US-2022-149972-CHO-MIL-31000,2022-09-21,2028-03-15,2022-09-24,First Class,149972,2022-09-21,832,0.314922005,2,0.746002158,12.66,0.286765427,1.347689591,Third Tier,United States,Los Angeles,California,90036,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13,4,8.44,4.56,1,,,
3263,US-2022-149972-CHO-MIL-31000,2022-09-21,2028-03-15,2022-10-01,First Class,149972,2022-09-21,832,0.314922005,2,0.746002158,12.66,0.286765427,1.347689591,Third Tier,United States,Los Angeles,California,90036,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,1,,,
5970,US-2023-124352-CHO-TRI-54000,2023-10-15,2029-04-12,2023-10-17,Standard Class,124352,2023-10-15,443,0.576474051,6,0.120376729,57.14,0.890611204,1.587461984,Third Tier,United States,Oklahoma City,Oklahoma,73120,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,1,,,
5971,US-2023-124352-CHO-SCR-58000,2023-10-15,2029-04-12,2023-10-18,Standard Class,124352,2023-10-15,443,0.576474051,6,0.120376729,57.14,0.890611204,1.587461984,Third Tier,United States,Oklahoma City,Oklahoma,73120,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10,4.4,1,,,
5975,US-2023-124352-CHO-NUT-13000,2023-10-15,2029-04-12,2023-10-22,Standard Class,124352,2023-10-15,443,0.576474051,6,0.120376729,57.14,0.890611204,1.587461984,Third Tier,United States,Oklahoma City,Oklahoma,73120,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,20.94,6,14.94,6,1,,,
5976,US-2023-124352-CHO-SCR-58000,2023-10-15,2029-04-12,2023-10-20,Standard Class,124352,2023-10-15,443,0.576474051,6,0.120376729,57.14,0.890611204,1.587461984,Third Tier,United States,Oklahoma City,Oklahoma,73120,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,25.2,7,17.5,7.7,1,,,
5980,US-2023-124352-CHO-TRI-54000,2023-10-15,2029-04-12,2023-10-20,Standard Class,124352,2023-10-15,443,0.576474051,6,0.120376729,57.14,0.890611204,1.587461984,Third Tier,United States,Oklahoma City,Oklahoma,73120,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,1,,,
5981,US-2023-124352-CHO-TRI-54000,2023-10-15,2029-04-12,2023-10-19,Standard Class,124352,2023-10-15,443,0.576474051,6,0.120376729,57.14,0.890611204,1.587461984,Third Tier,United States,Oklahoma City,Oklahoma,73120,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,1,,,
6414,US-2023-145135-CHO-SCR-58000,2023-11-26,2029-05-20,2023-12-01,First Class,145135,2023-11-26,401,0.619248504,2,0.746002158,12.35,0.260178554,1.625429216,Second Tier,United States,Shelton,Connecticut,6484,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2,1,,,
6415,US-2023-145135-CHO-TRI-54000,2023-11-26,2029-05-20,2023-11-30,First Class,145135,2023-11-26,401,0.619248504,2,0.746002158,12.35,0.260178554,1.625429216,Second Tier,United States,Shelton,Connecticut,6484,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,1,,,
2634,US-2022-161242-CHO-NUT-13000,2022-06-01,2027-11-29,2022-06-03,Standard Class,161242,2022-06-01,944,0.253311096,1,0.995192779,4.98,0.076817424,1.325321299,Fourth Tier,United States,Los Angeles,California,90045,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2,0,,,
5057,US-2023-140081-CHO-SCR-58000,2023-06-20,2028-12-14,2023-07-03,Standard Class,140081,2023-06-20,560,0.489159227,4,0.330422839,44.36,0.811831649,1.631413715,Second Tier,United States,Philadelphia,Pennsylvania,19120,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2,1,,,
5061,US-2023-140081-CHO-MIL-31000,2023-06-20,2028-12-14,2023-06-23,Standard Class,140081,2023-06-20,560,0.489159227,4,0.330422839,44.36,0.811831649,1.631413715,Second Tier,United States,Philadelphia,Pennsylvania,19120,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84,1,,,
5063,US-2023-140081-CHO-FUD-51000,2023-06-20,2028-12-14,2023-06-28,Standard Class,140081,2023-06-20,560,0.489159227,4,0.330422839,44.36,0.811831649,1.631413715,Second Tier,United States,Philadelphia,Pennsylvania,19120,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,28.8,8,19.2,9.6,1,,,
5065,US-2023-140081-CHO-SCR-58000,2023-06-20,2028-12-14,2023-06-23,Standard Class,140081,2023-06-20,560,0.489159227,4,0.330422839,44.36,0.811831649,1.631413715,Second Tier,United States,Philadelphia,Pennsylvania,19120,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,1,,,
5663,US-2023-164350-OTH-KAZ-38000,2023-09-10,2029-03-04,2023-09-18,Second Class,164350,2023-09-10,478,0.546943981,1,0.995192779,0.75,0.001667811,1.543804572,Third Tier,United States,Bristol,Tennessee,37620,Other,Gulf,OTH-KAZ-38000,Kazookles,9.75,3,0.75,9,0,,,
6036,US-2023-121020-CHO-FUD-51000,2023-10-24,2029-04-22,2023-11-04,Standard Class,121020,2023-10-24,434,0.581869911,1,0.995192779,7.2,0.115177082,1.692239772,Second Tier,United States,Lebanon,Tennessee,37087,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,0,,,
7226,US-2024-104955-OTH-KAZ-38000,2024-03-19,2029-09-14,2024-03-29,Standard Class,104955,2024-03-19,287,0.701854214,1,0.995192779,1.75,0.004218581,1.701265574,Second Tier,United States,New York City,New York,10024,Other,Atlantic,OTH-KAZ-38000,Kazookles,22.75,7,1.75,21,0,,,
9413,US-2024-143217-CHO-TRI-54000,2024-11-11,2030-05-10,2024-11-14,Standard Class,143217,2024-11-11,50,0.921514765,1,0.995192779,7.35,0.128715785,2.04542333,First Tier,United States,Milwaukee,Wisconsin,53209,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,0,,,
3442,US-2022-123918-CHO-SCR-58000,2022-10-15,2028-04-06,2022-10-17,Same Day,123918,2022-10-15,808,0.331992544,2,0.746002158,17.45,0.398312567,1.47630727,Third Tier,United States,Dallas,Texas,75217,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,21.6,6,15,6.6,1,,,
3445,US-2022-123918-CHO-TRI-54000,2022-10-15,2028-04-06,2022-10-20,Same Day,123918,2022-10-15,808,0.331992544,2,0.746002158,17.45,0.398312567,1.47630727,Third Tier,United States,Dallas,Texas,75217,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,1,,,
6173,US-2023-152156-CHO-SCR-58000,2023-11-08,2029-05-03,2023-11-11,Second Class,152156,2023-11-08,419,0.595408614,2,0.746002158,12.2,0.247032277,1.588443049,Third Tier,United States,Henderson,Kentucky,42420,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2,1,,,
6174,US-2023-152156-CHO-FUD-51000,2023-11-08,2029-05-03,2023-11-13,Second Class,152156,2023-11-08,419,0.595408614,2,0.746002158,12.2,0.247032277,1.588443049,Third Tier,United States,Henderson,Kentucky,42420,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,1,,,
6941,US-2024-164098-CHO-FUD-51000,2024-01-26,2029-07-19,2024-01-31,First Class,164098,2024-01-26,340,0.672618464,1,0.995192779,4.8,0.054743451,1.722554694,Second Tier,United States,Houston,Texas,77070,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,0,,,
